SubjID	MCQ1	MCQ2	MCQ3	MCQ4	MCQ5	MCQ6	MCQ7	MCQ8	MCQ9	MCQ10	MCQ11	MCQ12	MCQ13	MCQ14	MCQ15	MCQ16	MCQ17	MCQ18	MCQ19	MCQ20	MCQ21	MCQ22	MCQ23	MCQ24	MCQ25	MCQ26	MCQ27
COM470	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
COM471	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2
COM472	1	2	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2
COM473	1	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
COM474	1	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1
COM475	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	2
COM476	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	2
COM477	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2
COM478	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	1	2	2
COM479	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	2	2
COM480	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2
COM481	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1
COM482	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	2	1	2	1	2
COM483	2	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2
COM484	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	2
COM485	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1	2
COM486	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2
COM487	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1
COM488	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2
COM489	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	1	2	2
COM490	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2
COM491	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2	2
COM492	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	1
COM493	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2
COM494	2	1	1	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2
COM495	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
COM496	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
COM497	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	2
COM498	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2
COM499	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	1
COM500	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2
COM501	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1
COM502	2	2	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1
COM503	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
COM504	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2
COM505	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2
COM506	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2
COM507	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
COM508	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2
COM509	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2
COM510	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
COM511	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
COM512	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
